"NewsDesk","SectionName","SubsectionName","Headline","Snippet","Abstract","WordCount","PubDate","UniqueID"
"Culture","","","'Guardians of the Galaxy,' 'Interstellar' Make Visual Effects Shortlist","The final five Oscar nominees will be unveiled on Jan. 15.","The final five Oscar nominees will be unveiled on Jan. 15.",76,"2014-12-05 15:25:04",6930
"","","","First Draft Focus: The Week in Political Pictures","A look back at the week in politics.","A look back at the week in politics.",0,"2014-12-05 15:22:26",6931
"TStyle","","","Anna Wintour's Galliano Gown, Cara and Pharrell's Duet and the Pope's Joggs ","Plus, a possible New York mens Fashion Week, close encounters at Victorias Secret and more from the week in style.","Plus, a possible New York mens Fashion Week, close encounters at Victorias Secret and more from the week in style.",477,"2014-12-05 15:13:35",6932
"Culture","Arts","","Book Review Podcast: 10 Best Books of 2014","Editors from the Book Review discuss selecting the years best books.","Editors from the Book Review discuss selecting the years best books.",169,"2014-12-05 15:06:36",6933
"OpEd","Opinion","","Is Chris Christie's Bridge Problem Over?","A new report found no evidence that he knew of the lane closures beforehand. He did, however, have the opportunity to know.","A new report found no evidence that he knew of the lane closures beforehand. He did, however, have the opportunity to know.",422,"2014-12-05 15:05:55",6934
"Science","Health","","Wild About Mushrooms","Mushrooms are meaty  it is their juicy, chewy texture and the umami element in their flavor profile  and lend themselves to Mediterranean as well as Asian seasonings.","Mushrooms are meaty  it is their juicy, chewy texture and the umami element in their flavor profile  and lend themselves to Mediterranean as well as Asian seasonings.",380,"2014-12-05 14:59:38",6935
"","","","Tune In to The Times","Over the past week, New York Times reporters and contributors participated in interviews regarding their coverage and other top news stories.","Over the past week, New York Times reporters and contributors participated in interviews regarding their coverage and other top news stories.",180,"2014-12-05 14:30:16",6936
"Business","Business Day","Dealbook","Uber Tells Off Critics With Financing Plan","A plan to issue securities that convert to stock at a discount to its eventual I.P.O. price shows how the companys chief executive remains in the drivers seat, says Robert Cyran of Reuters Breakingviews.","A plan to issue securities that convert to stock at a discount to its eventual I.P.O. price shows how the companys chief executive remains in the drivers seat, says Robert Cyran of Reuters Breakingviews.",392,"2014-12-05 14:23:59",6937
"TStyle","","","Ibiza: Mediterranean Nights ","Spains sexy little island continues to live up to its reputation for illicit extravagance, from its wild characters to its all-night beach bacchanalia. But now, thanks to a monied mix of royals, moguls, politicians and celebrity revelers, its...","Spains sexy little island continues to live up to its reputation for illicit extravagance, from its wild characters to its all-night beach bacchanalia. But now, thanks to a monied mix of royals, moguls, politicians and celebrity revelers, its on the brink of reinvention.",2735,"2014-12-05 14:15:41",6938
"TStyle","","","Where to Eat, Stay and Shop on Ibiza ","The island now feels Manhattan-big and roiling with choice  that is, if you know where to go.","The island now feels Manhattan-big and roiling with choice  that is, if you know where to go.",578,"2014-12-05 14:14:32",6939
"OpEd","Opinion","","Homeless Removal in Silicon Valley ","The mass eviction followed what the city said was a year and a half spent trying to find homes for as many Jungle residents as possible.","The mass eviction followed what the city said was a year and a half spent trying to find homes for as many Jungle residents as possible.",341,"2014-12-05 14:13:38",6940
"Culture","","","'Foxcatcher' and the Screenwriter Who Didn't See How It Could Be  a Film","One scripter didnt see how the true crime tale could be turned into a film  until his collaborator showed him the way.","One scripter didnt see how the true crime tale could be turned into a film  until his collaborator showed him the way.",1218,"2014-12-05 14:00:32",6941
"Culture","Arts","","$38 Million Grant to Bolster Woodruff Arts Center","The grant, from the Woodruff Foundation, is being described as the lead gift in a new fundraising campaign.","The grant, from the Woodruff Foundation, is being described as the lead gift in a new fundraising campaign.",232,"2014-12-05 13:56:32",6942
"Science","Health","","The Yogurt Must Be Greek","Few people have as much appreciation for Greek yogurt  or expertise in making it  as Maria Loi, an acclaimed chef, author and host of television cooking shows.","Few people have as much appreciation for Greek yogurt  or expertise in making it  as Maria Loi, an acclaimed chef, author and host of television cooking shows.",2027,"2014-12-05 13:37:17",6943
"Business","Business Day","Dealbook","Senate to Hold Hearing on Cyberattacks Against Finance","A panel plans to hold a hearing next week on ways to protect the financial sector from cyberattacks, but for now there are no plans to have anyone from the financial services industry testify.","A panel plans to hold a hearing next week on ways to protect the financial sector from cyberattacks, but for now there are no plans to have anyone from the financial services industry testify.",431,"2014-12-05 13:34:32",6944
"","","","Next Up for Obama: The Duke of Cambridge","The White House announced that President Obama will host Prince William in the Oval Office on Monday.","The White House announced that President Obama will host Prince William in the Oval Office on Monday.",139,"2014-12-05 13:27:14",6945
"Business","Business Day","Dealbook","Why Fear Kills Productivity","Its in any companys self-interest to create a culture that minimizes fear.","Its in any companys self-interest to create a culture that minimizes fear.",884,"2014-12-05 13:18:51",6946
"Business","Technology","","In Suit, Cisco Accuses Arista of Copying Work","The networking giant is suing a competitor founded and run by some of Ciscos most noted alumni, saying they violated numerous Cisco patents and copied other work.","The networking giant is suing a competitor founded and run by some of Ciscos most noted alumni, saying they violated numerous Cisco patents and copied other work.",342,"2014-12-05 13:00:48",6947
"Foreign","","","1964: Soviet Shops to Cut Prices","From the International Herald Tribune archives: Soviet stores lowered prices of goods gone out of fashion in 1964.","From the International Herald Tribune archives: Soviet stores lowered prices of goods gone out of fashion in 1964.",166,"2014-12-05 12:54:26",6948
"Culture","Arts","","'King Kong' Musical in Search of a Director as Rando Says No","The director John Rando says he is too busy to take on the big-budget musical King Kong.","The director John Rando says he is too busy to take on the big-budget musical King Kong.",281,"2014-12-05 12:51:06",6949
"Styles","U.S.","","15-Second Vocabulary Videos","The winners of The Learning Networks Second Annual 15-Second Vocabulary Video Contest.","The winners of The Learning Networks Second Annual 15-Second Vocabulary Video Contest.",79,"2014-12-05 12:46:29",6950
"Business","Technology","","Apple iPod Lawsuit Down to One Plaintiff","In an odd legal turn, the lawyers suing Apple could not prove that one of their clients purchased an iPod during the time frame in which Apple is accused of blocking music from competitors.","In an odd legal turn, the lawyers suing Apple could not prove that one of their clients purchased an iPod during the time frame in which Apple is accused of blocking music from competitors.",325,"2014-12-05 12:41:18",6951
